case,time,v(out),v(sum),v(vn),v(in),v(vp),i(vp),i(vin),i(rf),i(rl),i(vn),i(ri)
1,0.003398700000000792,-1.189227994624998,-0.000160173384624207,-12.0,0.594373735633829,12.0,-0.001055639579805277,-5.945339090184533e-05,-5.945339106201871e-05,-0.0001189227994624998,0.001234003836462508,5.945339090184532e-05
1,0.0033989000000007917,-1.187206364823375,-0.0001603252282601497,-12.0,0.593362692966045,12.0,-0.001055800375354264,-5.935230181943052e-05,-5.935230197975574e-05,-0.0001187206364823375,0.001233861400236291,5.935230181943052e-05
1,0.0033991000000007923,-1.185182860260772,-0.0001604768186956873,-12.0,0.592350713297574,12.0,-0.001055961304301488,-5.925111901162698e-05,-5.92511191721038e-05,-0.0001185182860260772,0.001233718816225596,5.925111901162698e-05
1,0.003399300000000792,-1.183157484132578,-0.0001606281556896794,-12.0,0.591337798226473,12.0,-0.001056122366349513,-5.914984263821626e-05,-5.914984279884443e-05,-0.0001183157484132578,0.001233576084612373,5.914984263821628e-05
1,0.003399500000000792,-1.181130239637149,-0.000160779239003872,-12.0,0.5903239493522761,12.0,-0.001056283561200785,-5.904847285912799e-05,-5.904847301990723e-05,-0.0001181130239637149,0.001233433205578685,5.9048472859128e-05
1,0.003399700000000793,-1.179101129975777,-0.0001609300684012882,-12.0,0.589309168275986,12.0,-0.001056444888557523,-5.894700983443874e-05,-5.894700999536879e-05,-0.0001179101129975777,0.001233290179307026,5.894700983443873e-05
1,0.0033999000000007927,-1.177070158352699,-0.0001610806436435075,-12.0,0.5882934566000778,12.0,-0.001056606348121818,-5.884545372437214e-05,-5.884545388545277e-05,-0.0001177070158352699,0.001233147005980054,5.884545372437214e-05
1,0.0034001000000007933,-1.175037327975099,-0.0001612309644922205,-12.0,0.5872768159285017,12.0,-0.001056767939595554,-5.87438046892994e-05,-5.874380485053036e-05,-0.0001175037327975099,0.00123300368578072,5.874380468929939e-05
1,0.003400300000000793,-1.173002642053102,-0.0001613810307104502,-12.0,0.5862592478666749,12.0,-0.001056929662680457,-5.864206288973853e-05,-5.864206305111958e-05,-0.0001173002642053102,0.001232860218892212,5.864206288973855e-05
1,0.003400500000000793,-1.170966103799748,-0.0001615308420633288,-12.0,0.5852407540214707,12.0,-0.001057091517078092,-5.85402284863534e-05,-5.854022864788423e-05,-0.0001170966103799748,0.00123271660549807,5.854022848635341e-05
1,0.003400700000000793,-1.16892771643101,-0.0001616803983121029,-12.0,0.5842213360012326,12.0,-0.001057253502489842,-5.843830163995446e-05,-5.843830180163488e-05,-0.000116892771643101,0.001232572845782036,5.843830163995447e-05
1,0.003400900000000793,-1.166887483165787,-0.0001618296992219048,-12.0,0.5832009954157638,12.0,-0.0010574156186169,-5.833628251149858e-05,-5.833628267332828e-05,-0.0001166887483165787,0.001232428939928164,5.833628251149856e-05
1,0.003401100000000793,-1.164845407225881,-0.0001619787445585885,-12.0,0.5821797338763154,12.0,-0.001057577865160336,-5.82341712620874e-05,-5.823417142406614e-05,-0.0001164845407225881,0.001232284888120688,5.82341712620874e-05
1,0.003401300000000793,-1.162801491836009,-0.0001621275340849548,-12.0,0.5811575529956019,12.0,-0.001057740241821016,-5.813196805296867e-05,-5.813196821509624e-05,-0.000116280149183601,0.001232140690544239,5.813196805296869e-05
1,0.003401500000000794,-1.160755740223801,-0.0001622760675670243,-12.0,0.5801344543877891,12.0,-0.001057902748299665,-5.802967304553561e-05,-5.802967320781168e-05,-0.0001160755740223801,0.001231996347383614,5.802967304553561e-05
1,0.003401700000000794,-1.158708155619771,-0.0001624243447720386,-12.0,0.5791104396684839,12.0,-0.001058065384296814,-5.792728640132558e-05,-5.792728656374994e-05,-0.0001158708155619771,0.001231851858823921,5.792728640132558e-05
1,0.003401900000000794,-1.156658741257335,-0.0001625723654640754,-12.0,0.5780855104547478,12.0,-0.001058228149512841,-5.78248082820212e-05,-5.782480844459356e-05,-0.0001156658741257335,0.00123170722505056,5.782480828202119e-05
1,0.003402100000000794,-1.154607500372808,-0.0001627201294103764,-12.0,0.577059668365087,12.0,-0.00105839104364798,-5.772223884944973e-05,-5.772223901216987e-05,-0.0001154607500372808,0.001231562446249113,5.772223884944974e-05
1,0.003402300000000794,-1.152554436205375,-0.0001628676363786274,-12.0,0.5760329150194434,12.0,-0.001058554066402241,-5.76195782655822e-05,-5.761957842844985e-05,-0.0001152554436205376,0.001231417522605555,5.761957826558221e-05
1,0.0034025000000007938,-1.150499551997098,-0.000163014886136903,-12.0,0.5750052520391947,12.0,-0.001058717217475566,-5.751682669253316e-05,-5.751682685554804e-05,-0.0001150499551997098,0.001231272454306001,5.751682669253316e-05
1,0.0034027000000007943,-1.148442850992929,-0.0001631618784486144,-12.0,0.5739766810471728,12.0,-0.001058880496567632,-5.741398429256214e-05,-5.741398445572403e-05,-0.0001148442850992929,0.001231127241536928,5.741398429256215e-05
1,0.003402900000000794,-1.146384336440687,-0.0001633086130876094,-12.0,0.5729472036676257,12.0,-0.001059043903378028,-5.731105122807133e-05,-5.731105139137996e-05,-0.0001146384336440687,0.001230981884485026,5.731105122807135e-05
1,0.003403100000000795,-1.144324011591029,-0.0001634550898202969,-12.0,0.5719168215262331,12.0,-0.001059207437606131,-5.720802766160534e-05,-5.720802782506043e-05,-0.0001144324011591029,0.001230836383337319,5.720802766160535e-05
1,0.003403300000000795,-1.142261879697506,-0.000163601308412864,-12.0,0.5708855362501205,12.0,-0.001059371098951177,-5.710491375585333e-05,-5.710491391945465e-05,-0.0001142261879697506,0.001230690738281019,5.710491375585334e-05
1,0.0034035000000007948,-1.140197944016508,-0.0001637472686392138,-12.0,0.5698533494678223,12.0,-0.001059534887112287,-5.700170967364615e-05,-5.700170983739341e-05,-0.0001140197944016508,0.001230544949503649,5.700170967364615e-05
1,0.0034037000000007953,-1.13813220780726,-0.0001638929702669767,-12.0,0.5688202628092995,12.0,-0.001059698801788356,-5.689841557795666e-05,-5.689841574184963e-05,-0.000113813220780726,0.00123039901719299,5.689841557795665e-05
1,0.003403900000000795,-1.136064674331846,-0.0001640384130661698,-12.0,0.5677862779059398,12.0,-0.00105986284267813,-5.67950316319006e-05,-5.679503179593901e-05,-0.0001136064674331846,0.001230252941537134,5.679503163190061e-05
1,0.003404100000000795,-1.133995346855193,-0.0001641835968073102,-12.0,0.5667513963905495,12.0,-0.001060027009480234,-5.669155799873568e-05,-5.669155816291928e-05,-0.0001133995346855193,0.001230106722724333,5.669155799873569e-05
1,0.0034043000000007952,-1.131924228645044,-0.0001643285212633572,-12.0,0.5657156198973419,12.0,-0.001060191301893137,-5.658799484186052e-05,-5.658799500618904e-05,-0.0001131924228645044,0.001229960360943208,5.658799484186053e-05
1,0.003404500000000795,-1.129851322971978,-0.0001644731862032178,-12.0,0.5646789500619522,12.0,-0.001060355719615089,-5.648434232481555e-05,-5.648434248928873e-05,-0.0001129851322971978,0.001229813856382649,5.648434232481554e-05
1,0.003404700000000795,-1.127776633109405,-0.0001646175913997405,-12.0,0.5636413885214269,12.0,-0.001060520262344232,-5.638060061128267e-05,-5.638060077590026e-05,-0.0001127776633109405,0.001229667209231754,5.638060061128267e-05
1,0.003404900000000796,-1.125700162333537,-0.0001647617366268284,-12.0,0.5626029369142109,12.0,-0.001060684929778573,-5.627676986508378e-05,-5.627677002984553e-05,-0.0001125700162333537,0.001229520419679921,5.627676986508378e-05
1,0.003405100000000796,-1.123621913923405,-0.0001649056216543876,-12.0,0.5615635968801644,12.0,-0.00106084972161595,-5.61728502501819e-05,-5.617285041508752e-05,-0.0001123621913923405,0.001229373487916775,5.617285025018188e-05
1,0.0034053000000007962,-1.121541891160855,-0.0001650492462567654,-12.0,0.56052337006055,12.0,-0.001061014637553981,-5.606884193068068e-05,-5.606884209572992e-05,-0.0001121541891160855,0.001229226414132319,5.606884193068067e-05
1,0.003405500000000796,-1.119460097330526,-0.000165192610208087,-12.0,0.5594822580980249,12.0,-0.001061179677290233,-5.596474507082331e-05,-5.596474523601591e-05,-0.0001119460097330526,0.001229079198516683,5.59647450708233e-05
1,0.003405700000000796,-1.117376535719845,-0.0001653357132828659,-12.0,0.5584402626366409,12.0,-0.001061344840522067,-5.586055983499238e-05,-5.586056000032809e-05,-0.0001117376535719845,0.001228931841260363,5.586055983499239e-05
1,0.003405900000000796,-1.115291209619052,-0.0001654785552513416,-12.0,0.5573973853218632,12.0,-0.001061510126946684,-5.575628638771146e-05,-5.575628655319002e-05,-0.0001115291209619052,0.0012287843425541,5.575628638771146e-05
1,0.003406100000000796,-1.113204122321166,-0.0001656211358934678,-12.0,0.5563536278005313,12.0,-0.0010616755362612,-5.565192489364248e-05,-5.565192505926362e-05,-0.0001113204122321166,0.001228636702588874,5.565192489364248e-05
1,0.0034063000000007964,-1.111115277121967,-0.0001657634549826481,-12.0,0.5553089917208749,12.0,-0.00106184106816249,-5.554747551758575e-05,-5.554747568334921e-05,-0.0001111115277121967,0.001228488921555949,5.554747551758576e-05
1,0.003406500000000796,-1.109024677320042,-0.0001659055122911757,-12.0,0.5542634787325289,12.0,-0.001062006722347353,-5.544293842448202e-05,-5.544293859038753e-05,-0.0001109024677320042,0.001228340999646867,5.5442938424482e-05
1,0.003406700000000797,-1.106932326216736,-0.0001660473076000035,-12.0,0.553217090486495,12.0,-0.001062172498512398,-5.53383137794095e-05,-5.533831394545682e-05,-0.0001106932326216736,0.001228192937053431,5.53383137794095e-05
1,0.003406900000000797,-1.104838227116147,-0.0001661888406833678,-12.0,0.5521698286351601,12.0,-0.001062338396354098,-5.523360174758434e-05,-5.523360191377318e-05,-0.0001104838227116147,0.001228044733967738,5.523360174758434e-05
1,0.003407100000000797,-1.102742383325147,-0.00016633011131717,-12.0,0.5511216948322967,12.0,-0.001062504415568787,-5.512880249436139e-05,-5.512880266069149e-05,-0.0001102742383325147,0.001227896390582087,5.512880249436139e-05
1,0.0034073000000007974,-1.100644798153368,-0.000166471119279421,-12.0,0.5500726907330539,12.0,-0.001062670555852657,-5.502391618523332e-05,-5.502391635170444e-05,-0.0001100644798153368,0.001227747907089106,5.502391618523333e-05
1,0.003407500000000797,-1.098545474913178,-0.00016661186434902,-12.0,0.5490228179939466,12.0,-0.001062836816901766,-5.491894298582956e-05,-5.491894315244143e-05,-0.0001098545474913178,0.00122759928368163,5.491894298582956e-05
1,0.0034077000000007967,-1.096444416919692,-0.0001667523463016463,-12.0,0.54797207827287,12.0,-0.00106300319841194,-5.481388306191717e-05,-5.481388322866951e-05,-0.0001096444416919692,0.00122745052055287,5.481388306191717e-05
1,0.0034079000000007973,-1.094341627490779,-0.0001668925649168651,-12.0,0.5469204732290887,12.0,-0.001063169700078984,-5.470873657940055e-05,-5.470873674629314e-05,-0.0001094341627490779,0.001227301617896193,5.470873657940055e-05
1,0.003408100000000797,-1.092237109947025,-0.0001670325199751854,-12.0,0.5458680045232244,12.0,-0.00106333632159851,-5.460350370431996e-05,-5.460350387135248e-05,-0.0001092237109947025,0.001227152575905235,5.460350370431996e-05
1,0.003408300000000797,-1.090130867611747,-0.0001671722112531193,-12.0,0.544814673817272,12.0,-0.001063503062665949,-5.449818460285251e-05,-5.449818477002472e-05,-0.0001090130867611747,0.001227003394774023,5.449818460285252e-05
1,0.003408500000000798,-1.088022903811002,-0.0001673116385314533,-12.0,0.5437604827745874,12.0,-0.001063669922976677,-5.439277944131188e-05,-5.439277960862352e-05,-0.0001088022903811002,0.001226854074696686,5.439277944131189e-05
1,0.0034087000000007977,-1.085913221873544,-0.0001674508015919174,-12.0,0.5427054330598763,12.0,-0.0010638369022258,-5.428728838614682e-05,-5.428728855359763e-05,-0.0001085913221873544,0.001226704615867769,5.428728838614683e-05
1,0.0034089000000007983,-1.083801825130854,-0.000167589700211912,-12.0,0.5416495263392119,12.0,-0.001064004000108455,-5.418171160394239e-05,-5.418171177153208e-05,-0.0001083801825130854,0.001226555018481942,5.418171160394239e-05
1,0.003409100000000798,-1.081688716917113,-0.0001677283341760538,-12.0,0.5405927642800094,12.0,-0.001064171216319479,-5.407604926141854e-05,-5.407604942914687e-05,-0.0001081688716917114,0.00122640528273428,5.407604926141853e-05
1,0.003409300000000798,-1.079573900569212,-0.0001678667032620207,-12.0,0.539535148551046,12.0,-0.001064338550553684,-5.397030152543081e-05,-5.397030169329752e-05,-0.0001079573900569212,0.001226255408820008,5.397030152543081e-05
1,0.003409500000000798,-1.077457379426734,-0.0001680048072554841,-12.0,0.5384766808224355,12.0,-0.001064506002505655,-5.386446856296911e-05,-5.386446873097391e-05,-0.0001077457379426734,0.001226105396934705,5.38644685629691e-05
1,0.003409700000000798,-1.075339156831951,-0.0001681426459352875,-12.0,0.5374173627656459,12.0,-0.001064673571869908,-5.375855054115813e-05,-5.375855070930077e-05,-0.0001075339156831951,0.001225955247274188,5.375855054115813e-05
1,0.003409900000000798,-1.073219236129836,-0.0001682802190852706,-12.0,0.5363571960534879,12.0,-0.00106484125834079,-5.365254762725731e-05,-5.365254779553754e-05,-0.0001073219236129836,0.001225804960034486,5.365254762725731e-05
1,0.003410100000000798,-1.071097620668028,-0.0001684175264899945,-12.0,0.5352961823601036,12.0,-0.001065009061612533,-5.354645998865936e-05,-5.354646015707688e-05,-0.0001071097620668028,0.001225654535412013,5.354645998865936e-05
1,0.003410300000000799,-1.068974313796846,-0.0001685545679306344,-12.0,0.5342343233609813,12.0,-0.001065176981379208,-5.34402877928912e-05,-5.344028796144577e-05,-0.0001068974313796846,0.001225503973603333,5.34402877928912e-05
1,0.003410500000000799,-1.066849318869291,-0.0001686913431917514,-12.0,0.5331716207329443,12.0,-0.001065345017334796,-5.333403120761361e-05,-5.333403137630495e-05,-0.0001066849318869291,0.001225353274805316,5.333403120761361e-05
1,0.003410700000000799,-1.064722639241014,-0.0001688278520594055,-12.0,0.5321080761541394,12.0,-0.001065513169173068,-5.322769040061987e-05,-5.322769056944772e-05,-0.0001064722639241014,0.001225202439215145,5.322769040061988e-05
1,0.003410900000000799,-1.062594278270332,-0.0001689640943159931,-12.0,0.5310436913040513,12.0,-0.001065681436587758,-5.312126553983672e-05,-5.312126570880083e-05,-0.0001062594278270332,0.001225051467030197,5.312126553983673e-05
1,0.003411100000000799,-1.060464239318227,-0.0001691000697471856,-12.0,0.529978467863492,12.0,-0.001065849819272387,-5.301475679332392e-05,-5.301475696242399e-05,-0.0001060464239318227,0.001224900358448182,5.301475679332393e-05
1,0.0034113000000007988,-1.058332525748315,-0.0001692357781404863,-12.0,0.5289124075145889,12.0,-0.001066018316920395,-5.290816432927294e-05,-5.290816449850873e-05,-0.0001058332525748315,0.001224749113666983,5.290816432927295e-05
1,0.0034115000000007993,-1.056199140926866,-0.0001693712192788466,-12.0,0.5278455119408028,12.0,-0.001066186929225055,-5.280148831600815e-05,-5.280148848537938e-05,-0.0001056199140926866,0.001224597732884899,5.280148831600816e-05
1,0.003411700000000799,-1.054064088222786,-0.0001695063929520457,-12.0,0.5267777828269011,12.0,-0.00106635565587955,-5.269472892198531e-05,-5.269472909149171e-05,-0.0001054064088222786,0.001224446216300336,5.269472892198533e-05
1,0.003411900000000799,-1.051927371007612,-0.0001696412989438678,-12.0,0.5257092218589773,12.0,-0.001066524496576918,-5.258788631579212e-05,-5.258788648543344e-05,-0.0001051927371007613,0.001224294564112043,5.258788631579212e-05
1,0.0034121000000008,-1.049788992655522,-0.0001697759370429264,-12.0,0.5246398307244377,12.0,-0.001066693451010063,-5.248096066614806e-05,-5.248096083592397e-05,-0.0001049788992655522,0.001224142776519048,5.248096066614806e-05
1,0.0034123000000007998,-1.047648956543302,-0.000169910307038057,-12.0,0.523569611111991,12.0,-0.001066862518871732,-5.237395214190289e-05,-5.237395231181319e-05,-0.0001047648956543302,0.001223990853720644,5.237395214190291e-05
1,0.0034125000000008003,-1.045507266050359,-0.0001700444087152087,-12.0,0.5224985647116629,12.0,-0.001067031699854615,-5.226686091203782e-05,-5.226686108208222e-05,-0.000104550726605036,0.001223838795916324,5.226686091203781e-05
1,0.0034127000000008,-1.043363924558726,-0.0001701782418638276,-12.0,0.5214266932147851,12.0,-0.001067200993651228,-5.21596871456649e-05,-5.215968731584313e-05,-0.0001043363924558726,0.001223686603305914,5.215968714566489e-05
1,0.0034129000000008,-1.041218935453025,-0.0001703118062744147,-12.0,0.5203539983139828,12.0,-0.00106737039995395,-5.205243101202571e-05,-5.205243118233754e-05,-0.0001041218935453025,0.001223534276089525,5.205243101202573e-05
1,0.0034131000000008,-1.039072302120489,-0.000170445101733363,-12.0,0.5192804817031936,12.0,-0.001067539918455089,-5.19450926804927e-05,-5.194509285093781e-05,-0.0001039072302120489,0.00122338181446742,5.19450926804927e-05
1,0.0034133000000008,-1.036924027950946,-0.000170578128033616,-12.0,0.5182061450776411,12.0,-0.001067709548846787,-5.183767232056748e-05,-5.183767249114559e-05,-0.0001036924027950946,0.001223229218640265,5.183767232056746e-05
1,0.0034135000000008,-1.034774116336815,-0.0001707108849622885,-12.0,0.5171309901338551,12.0,-0.001067879290821083,-5.173017010188175e-05,-5.173017027259262e-05,-0.0001034774116336815,0.001223076488808879,5.173017010188175e-05
1,0.003413700000000801,-1.032622570673101,-0.000170843372313656,-12.0,0.5160550185696463,12.0,-0.001068049144069855,-5.1622586194196e-05,-5.162258636503936e-05,-0.0001032622570673101,0.001222923625174469,5.1622586194196e-05
1,0.003413900000000801,-1.030469394357385,-0.0001709755898755549,-12.0,0.5149782320841234,12.0,-0.001068219108284932,-5.15149207673999e-05,-5.151492093837549e-05,-0.0001030469394357385,0.001222770627938359,5.15149207673999e-05
1,0.003414100000000801,-1.028314590789837,-0.0001711075374404292,-12.0,0.5139006323776826,12.0,-0.001068389183157936,-5.14071739915123e-05,-5.140717416261984e-05,-0.0001028314590789837,0.001222617497302236,5.14071739915123e-05
1,0.003414300000000801,-1.02615816337318,-0.0001712392148022213,-12.0,0.5128222211519945,12.0,-0.00106855936838042,-5.129934603667967e-05,-5.129934620791887e-05,-0.000102615816337318,0.001222464233468085,5.129934603667968e-05
1,0.003414500000000801,-1.024000115512705,-0.0001713706217504884,-12.0,0.5117430001100208,12.0,-0.001068729663643853,-5.119143707317712e-05,-5.119143724454774e-05,-0.0001024000115512705,0.001222310836638027,5.119143707317713e-05
1,0.003414700000000801,-1.021840450616276,-0.0001715017580790068,-12.0,0.5106629709560021,12.0,-0.001068900068639494,-5.108344727140811e-05,-5.108344744290987e-05,-0.0001021840450616276,0.001222157307014575,5.108344727140811e-05
1,0.003414900000000801,-1.019679172094291,-0.0001716326235826626,-12.0,0.5095821353954454,12.0,-0.001069070583058572,-5.097537680190281e-05,-5.097537697353543e-05,-0.0001019679172094291,0.001222003644800407,5.097537680190281e-05
1,0.0034151000000008013,-1.017516283359703,-0.0001717632180524009,-12.0,0.508500495135141,12.0,-0.001069241206592117,-5.086722583531934e-05,-5.086722600708255e-05,-0.0001017516283359703,0.001221849850198575,5.086722583531933e-05
1,0.003415300000000801,-1.01535178782802,-0.0001718935412836076,-12.0,0.5074180518831491,12.0,-0.001069411938931106,-5.075899454244328e-05,-5.075899471433682e-05,-0.000101535178782802,0.001221695923412307,5.075899454244328e-05
1,0.003415500000000802,-1.013185688917267,-0.000172023593071946,-12.0,0.5063348073487897,12.0,-0.001069582779766397,-5.065068309418617e-05,-5.065068326620976e-05,-0.0001013185688917267,0.001221541864645091,5.065068309418617e-05
1,0.003415700000000802,-1.011017990048012,-0.0001721533732103042,-12.0,0.5052507632426565,12.0,-0.001069753728788682,-5.054229166158669e-05,-5.054229183374006e-05,-0.0001011017990048012,0.001221387674100773,5.054229166158669e-05
1,0.003415900000000802,-1.008848694643354,-0.0001722828814946231,-12.0,0.5041659212766064,12.0,-0.001069924785688604,-5.043382041581011e-05,-5.043382058809298e-05,-0.0001008848694643354,0.001221233351983368,5.043382041581011e-05
1,0.0034161000000008023,-1.006677806128907,-0.0001724121177217874,-12.0,0.5030802831637498,12.0,-0.001070095950156641,-5.032526952814716e-05,-5.032526970055929e-05,-0.0001006677806128908,0.001221078898497215,5.032526952814716e-05
1,0.003416300000000802,-1.004505327932789,-0.0001725410816884598,-12.0,0.5019938506184511,12.0,-0.001070267221883192,-5.021663917001396e-05,-5.021663934255505e-05,-0.0001004505327932789,0.001220924313846863,5.021663917001396e-05
1,0.003416500000000802,-1.002331263485653,-0.0001726697731871951,-12.0,0.5009066253563483,12.0,-0.001070438600558513,-5.010792951295355e-05,-5.010792968562331e-05,-0.0001002331263485653,0.001220769598237192,5.010792951295355e-05
1,0.0034167000000008023,-1.000155616220649,-0.0001727981920201516,-12.0,0.4998186090943121,12.0,-0.001070610085872774,-4.999914072863323e-05,-4.999914090143143e-05,-0.0001000155616220649,0.001220614751873295,4.999914072863323e-05
1,0.003416900000000802,-0.997978389573406,-0.0001729263379826596,-12.0,0.4987298035504656,12.0,-0.001070781677516029,-4.989027298884484e-05,-4.989027316177118e-05,-9.97978389573406e-05,0.00122045977496054,4.989027298884483e-05
1,0.003417100000000802,-0.9957995869820698,-0.0001730542108721589,-12.0,0.4976402104441845,12.0,-0.001070953375178242,-4.978132646550567e-05,-4.978132663855989e-05,-9.957995869820699e-05,0.001220304667704571,4.978132646550567e-05
1,0.003417300000000803,-0.9936192118872742,-0.0001731818104872551,-12.0,0.4965498314960881,12.0,-0.001071125178549202,-4.967230133065754e-05,-4.967230150383935e-05,-9.936192118872743e-05,0.001220149430311304,4.967230133065754e-05
1,0.003417500000000803,-0.9914372677321232,-0.0001733091366285522,-12.0,0.4954586684280274,12.0,-0.001071297087318651,-4.956319775646559e-05,-4.956319792977473e-05,-9.914372677321231e-05,0.001219994062986889,4.95631977564656e-05
1,0.0034177000000008033,-0.9892537579622042,-0.0001734361890927683,-12.0,0.494366722963101,12.0,-0.001071469101176219,-4.945401591521938e-05,-4.945401608865557e-05,-9.892537579622041e-05,0.001219838565937763,4.945401591521938e-05
1,0.003417900000000803,-0.987068686025586,-0.0001735629676802852,-12.0,0.4932739968256429,12.0,-0.001071641219811417,-4.934475597933232e-05,-4.934475615289529e-05,-9.87068686025586e-05,0.001219682939370602,4.934475597933232e-05
1,0.003418100000000803,-0.98488205537279,-0.0001736894721932059,-12.0,0.4921804917412105,12.0,-0.001071813442913634,-4.923541812134038e-05,-4.923541829502984e-05,-9.8488205537279e-05,0.001219527183492393,4.923541812134038e-05
1,0.003418300000000803,-0.9826938694568037,-0.000173815702429303,-12.0,0.4910862094366009,12.0,-0.001071985770172167,-4.912600251390302e-05,-4.912600268771872e-05,-9.826938694568038e-05,0.001219371298510352,4.912600251390302e-05
1,0.003418500000000803,-0.980504131733081,-0.0001739416581904574,-12.0,0.4899911516398381,12.0,-0.001072158201276215,-4.901650932980285e-05,-4.901650950374453e-05,-9.80504131733081e-05,0.00121921528463196,4.901650932980286e-05
1,0.003418700000000803,-0.9783128456595144,-0.0001740673392792158,-12.0,0.488895320080165,12.0,-0.001072330735914881,-4.890693874194441e-05,-4.890693891601175e-05,-9.783128456595144e-05,0.001219059142064945,4.890693874194442e-05
1,0.003418900000000803,-0.9761200146964325,-0.000174192745497348,-12.0,0.4877987164880427,12.0,-0.001072503373777116,-4.879729092335402e-05,-4.879729109754676e-05,-9.761200146964325e-05,0.001218902871017377,4.879729092335401e-05
1,0.003419100000000804,-0.9739256423066297,-0.0001743178766436815,-12.0,0.4867013425951706,12.0,-0.001072676114551856,-4.868756604718141e-05,-4.86875662214993e-05,-9.739256423066297e-05,0.001218746471697472,4.868756604718143e-05
1,0.003419300000000804,-0.971729731955323,-0.0001744427325257591,-12.0,0.4856032001344455,12.0,-0.001072848957927842,-4.857776428669714e-05,-4.857776446113986e-05,-9.71729731955323e-05,0.001218589944313793,4.857776428669713e-05
1,0.003419500000000804,-0.9695322871101382,-0.0001745673129451841,-12.0,0.4845042908399782,12.0,-0.001073021903593777,-4.846788581529234e-05,-4.846788598985965e-05,-9.695322871101382e-05,0.001218433289075151,4.846788581529234e-05
1,0.003419700000000804,-0.9673333112411563,-0.0001746916177021163,-12.0,0.4834046164471087,12.0,-0.00107319495123822,-4.835793080648109e-05,-4.835793098117271e-05,-9.673333112411563e-05,0.001218276506190601,4.835793080648109e-05
1,0.003419900000000804,-0.9651328078208637,-0.0001748156466055417,-12.0,0.482304178692367,12.0,-0.001073368100549678,-4.824789943389727e-05,-4.824789960871291e-05,-9.651328078208639e-05,0.001218119595869489,4.824789943389726e-05
1,0.0034201000000008037,-0.9629307803241403,-0.0001749393994586734,-12.0,0.481202979313488,12.0,-0.001073541351216518,-4.813779187129468e-05,-4.813779204623408e-05,-9.629307803241403e-05,0.001217962558321371,4.813779187129468e-05
1,0.0034203000000008043,-0.9607272322283015,-0.0001750628760623374,-12.0,0.4801010200494285,12.0,-0.001073714702927046,-4.802760829254909e-05,-4.802760846761196e-05,-9.607272322283015e-05,0.001217805393756113,4.802760829254909e-05
1,0.003420500000000804,-0.9585221670130569,-0.0001751860762275737,-12.0,0.4789983026403263,12.0,-0.001073888155369386,-4.791734887165538e-05,-4.791734904684147e-05,-9.585221670130569e-05,0.001217648102383888,4.79173488716554e-05
1,0.003420700000000804,-0.9563155881604911,-0.0001753089997572621,-12.0,0.4778948288275196,12.0,-0.001074061708231717,-4.78070137827277e-05,-4.78070139580367e-05,-9.563155881604912e-05,0.001217490684414999,4.780701378272769e-05
1,0.003420900000000805,-0.9541074991550993,-0.0001754316464572803,-12.0,0.4767906003535473,12.0,-0.001074235361201978,-4.769660320000047e-05,-4.76966033754321e-05,-9.541074991550994e-05,0.001217333140060131,4.769660320000046e-05
1,0.0034211000000008047,-0.9518979034837637,-0.0001755540161345603,-12.0,0.4756856189621398,12.0,-0.001074409113968076,-4.758611729782744e-05,-4.758611747338146e-05,-9.518979034837637e-05,0.001217175469530186,4.758611729782744e-05
1,0.0034213000000008053,-0.9496868046357314,-0.0001756761085979774,-12.0,0.4745798863982076,12.0,-0.001074582966217819,-4.747555625068057e-05,-4.747555642635667e-05,-9.496868046357315e-05,0.001217017673036329,4.747555625068056e-05
1,0.003421500000000805,-0.9474742061026286,-0.0001757979236524654,-12.0,0.4734734044078564,12.0,-0.001074756917638926,-4.736492023315089e-05,-4.736492040894881e-05,-9.474742061026287e-05,0.001216859750789979,4.736492023315089e-05
1,0.003421700000000805,-0.9452601113784601,-0.0001759194611067882,-12.0,0.4723661747383753,12.0,-0.001074930967919004,-4.725420941994821e-05,-4.725420959586767e-05,-9.452601113784601e-05,0.001216701703002837,4.725420941994821e-05
1,0.003421900000000805,-0.9430445239595776,-0.0001760407207710979,-12.0,0.4712581991382249,12.0,-0.001075105116745585,-4.71434239858996e-05,-4.714342416194033e-05,-9.430445239595777e-05,0.001216543529886857,4.71434239858996e-05
1,0.003422100000000805,-0.9408274473446953,-0.0001761617024516604,-12.0,0.470149479357053,12.0,-0.001075279363806116,-4.703256410595047e-05,-4.703256428211218e-05,-9.408274473446953e-05,0.001216385231654238,4.703256410595047e-05
